Job_Title,Job_URL,Company_name,Company_URL,Rating,Salary,Job_Type,Job_description,Post_Date,Location
Software Engineer (Remote USA Only),https://www.indeed.com/rc/clk?jk=2d1bcaf75519d5f9&fccid=75a3a5a15b202084&vjs=3,Experian,https://www.indeed.com/cmp/Experian,3.6,Full-time,Full-time,"In addition to a competitive base salary and variable pay opportunity, Experian offers a comprehensive benefits package including health, life and disability…",,Remote  
"Junior Engineer (JavaScript, Exposure, HTML5)",https://www.indeed.com/rc/clk?jk=4de0d845d364c2df&fccid=f057e04c37cca134&vjs=3,Amex,https://www.indeed.com/cmp/American-Express,4.1,$20.00 - $33.65 an hour,,Participates in the development and deployment of preventative maintenance procedures.,"Posted
Posted 2 days ago",Hybrid remote in Washington DC 20036
Software Engineer,https://www.indeed.com/rc/clk?jk=3fea9b044f084aab&fccid=43014b1412e0a7b6&vjs=3,Pinterest,https://www.indeed.com/cmp/Pinterest,4.2,"$131,100 - $232,900 a year",,Strong ability to work cross functionally with multiple engineers from both client and infra teams.,"Posted
Posted 2 days ago",South Paris ME 4281
Machine Learning Engineer,https://www.indeed.com/rc/clk?jk=8777ba03d007b1b3&fccid=734cb5a01ee60f80&vjs=3,Microsoft,https://www.indeed.com/cmp/Microsoft,4.2,Full-time,Full-time,"In your day-to-day work, you will analyze telemetry from our products, conduct data experiments, design and explore improvements, build machine learning models,…","Posted
Posted 30+ days ago",Remote in Atlanta GA 30301
Software Engineer (Remote Work Options),https://www.indeed.com/rc/clk?jk=fdfd4880ee0af4cf&fccid=b451154311310673&vjs=3,Shelter Insurance,https://www.indeed.com/cmp/Shelter-Insurance,3.7,"$68,640 a year","Full-time
+1","Develop, test, maintain and document software to meet the needs of our business community.","Posted
Posted 5 days ago",Somerville MA 
Software Engineer 1,https://www.indeed.com/rc/clk?jk=c321400a3836da26&fccid=5ac3fadc1f823e63&vjs=3,Pacific Northwest National Laboratory,https://www.indeed.com/cmp/Pacific-Northwest-National-Laboratory-5,4,Full-time,Full-time,The candidate will be required to communicate clearly and effectively with colleagues and clients.,"Posted
Posted 2 days ago",Hyattsville MD 
Software Engineer I (Remote Option*),https://www.indeed.com/rc/clk?jk=c2b8034e5dd8b86a&fccid=2c62e4de04b8f952&vjs=3,Nike,https://www.indeed.com/cmp/Nike,4.1,"$107,500 - $161,500 a year",Full-time,"Experience with Version control tools such as Github, and Atlassian products as JIRA and Confluence.","Posted
Posted 6 days ago",New York NY 
Jr. Software Developer,https://www.indeed.com/rc/clk?jk=fc52cd16bc647dc9&fccid=fe2d21eef233e94a&vjs=3,Amazon.com Services LLC,https://www.indeed.com/cmp/Amazon.com,3.5,"Full-time
+1","Full-time
+1",JAVA or other object oriented programming language.,"Posted
Posted 30+ days ago",Hybrid remote in Mansfield MA 2048
Integration Developer I - Remote,https://www.indeed.com/rc/clk?jk=ea14d7472e00adb2&fccid=14a2e8fddb8e31c4&vjs=3,Arkansas Children's Hospital,https://www.indeed.com/cmp/Arkansas-Children's-Hospital,4,Full-time,Full-time,Evaluates existing components and systems to determine integration requirements and to ensure final solutions meet organizational needs.,,Denver CO 80207
Software Engineer Co-Op (Spring 2023 - Yarmouth),https://www.indeed.com/rc/clk?jk=5a748f5c432c9b73&fccid=70a994275a3b9062&vjs=3,"Garmin International, Inc.",https://www.indeed.com/cmp/Garmin,3.7,"Full-time
+1","Full-time
+1",Learn to perform software releases and software quality assurance activities.,"Posted
Posted 3 days ago",Hartford CT 06105
Software Engineer (Apex Legends),https://www.indeed.com/rc/clk?jk=6e73a8856bda75aa&fccid=617d7f961cfcf54a&vjs=3,Electronic Arts,https://www.indeed.com/cmp/Electronic-Arts,3.8,Full-time,Full-time,"You will support our partners through day-to-day user feedback, documentation, and one-on-one training.","Posted
Posted 30+ days ago",Grand Island NE 68801
Front End Developer,https://www.indeed.com/company/Underdog.io/jobs/Front-End-Developer-3edb7f04ac21e03a?fccid=50ea53fe8d1ef3d9&vjs=3,,,,"$122,151 - $132,833 a year",Full-time,They're working on interesting technical challenges and must be respectful of your time to stay active.,"Posted
Posted 19 days ago",San Francisco CA 
Associate Software Engineer – SAP HR,https://www.indeed.com/rc/clk?jk=3719aec96eeb6446&fccid=8e5415c099aa948c&vjs=3,Publix,https://www.indeed.com/cmp/Publix,4,"$72,889 - $109,729 a year",,Desire to work in an essential technology area learning from experienced software engineers.,,Hybrid remote in Boston MA 2110
Software Engineer II,https://www.indeed.com/company/Mastercard/jobs/Software-Engineer-715da7df6e757384?fccid=10b5c722d846df43&vjs=3,Mastercard,https://www.indeed.com/cmp/Mastercard,4,"$112,744 - $189,600 a year",Full-time,"This will involve developing high-performing, highly scalable software solutions and products for some of the world’s top brands.","Posted
Posted 3 days ago",Remote  
Software Engineer,https://www.indeed.com/rc/clk?jk=e9b6de8a296af380&fccid=734cb5a01ee60f80&vjs=3,Microsoft,https://www.indeed.com/cmp/Microsoft,4.2,Full-time,Full-time,"Ability to meet Microsoft, customer and/or government security screening requirements are required for this role.",,Boston MA 
Jr Software Engineer Java,https://www.indeed.com/rc/clk?jk=0069738a858a01fa&fccid=78a1d3439f00301c&vjs=3,VSolvit LLC,https://www.indeed.com/cmp/Vsolvit-LLC,3.5,$35 - $45 an hour,Full-time,Provides system software support for both front-end and backend.,"Posted
Posted 3 days ago",Providence RI 02903
Co-op Software Development Engineer- 2023 (US),https://www.indeed.com/rc/clk?jk=4dedded7ed5b499c&fccid=fe2d21eef233e94a&vjs=3,Amazon.com Services LLC,https://www.indeed.com/cmp/Amazon.com,3.5,"$9,137 a month",Full-time,Our co-op students write real software and collaborate with a select group of experienced software development engineers (SDEs) who guide co-op students on…,"Posted
Posted 30+ days ago",Remote in Hartford CT 6152
Software Engineer,https://www.indeed.com/rc/clk?jk=2e62989689f15b87&fccid=1c7c12a449bf4504&vjs=3,Children's Mercy KC,https://www.indeed.com/cmp/Children's-Mercy-Kc,3.8,Full-time,Full-time,"Bachelor's Degree Programming, CCL, MSSQL, OracleSQL, Visual Studio and 3-5 years experience.",,Phoenix AZ 
Software Developer III - Remote,https://www.indeed.com/rc/clk?jk=f757e8ca08988ef4&fccid=14a2e8fddb8e31c4&vjs=3,Arkansas Children's Hospital,https://www.indeed.com/cmp/Arkansas-Children's-Hospital,4,Full-time,Full-time,Prepares prototypes and documentation to communicate ideas and vision to project team.,"Posted
Posted 6 days ago",Boston MA 02116
Software Engineering Apprentice (Code2College) - Summer 2023 RDSS Compute Farm,https://www.indeed.com/rc/clk?jk=7772def989bd6625&fccid=ff784f6295a20a5c&vjs=3,National Instruments,https://www.indeed.com/cmp/National-Instruments-1,3,"Full-time
+3","Full-time
+3","Software development project opportunities include development tools, compiler design, graphical user interface, kernel-level drivers, instrument drivers,…","Posted
Posted 6 days ago",Boston MA 02110
Frontend Engineer Apprenticeship,https://www.indeed.com/rc/clk?jk=fc594e77f35426e6&fccid=93eab1e2c6a91b62&vjs=3,Fetch,https://www.indeed.com/cmp/Fetch,3.6,"Full-time
+1","Full-time
+1",Experience with Tailwind CSS or similar utility-first CSS framework.,"Posted
Posted 30+ days ago",Remote in Morgantown WV 26506
Software Engineer,https://www.indeed.com/company/Hexure/jobs/Software-Engineer-7296264ca10601e8?fccid=1e49e9e581a752a5&vjs=3,Insurance Technologies,https://www.indeed.com/cmp/Hexure-1,4.1,"$68,000 - $80,000 a year",Full-time,"The Actuarial Software Engineer is responsible for all facets of software development, understanding of architecture, software best practices and software…","Posted
Posted 2 days ago",West Greenwich RI 2817
JR Software Developer (Remote),https://www.indeed.com/rc/clk?jk=e6f8c3066a981e7e&fccid=6c53b018fdbbc4dd&vjs=3,Jaggaer,https://www.indeed.com/cmp/Jaggaer,2.7,Full-time,Full-time,You will start building production ready software right away.,"Posted
Posted 17 days ago",Remote in Hartford CT 6102
"Software Engineer, 2023 U.S. Graduate",https://www.indeed.com/rc/clk?jk=c599d90a1535f34d&fccid=e6d4ba9e2cfe7902&vjs=3,Atlassian,https://www.indeed.com/cmp/Atlassian,4.4,Full-time,Full-time,"On day one, you will be a valued part of our development team, trusted to make changes to code that directly improve our products, while gaining deep technical…","Posted
Posted 6 days ago",Lake Orion MI 48362
Software Engineer (Front End),https://www.indeed.com/rc/clk?jk=bcbfa1fa1f670b58&fccid=a575b7c5c50b587a&vjs=3,"Amplify Education, Inc.","https://www.indeed.com/cmp/Amplify-Education,-Inc.",4,"$101,000 - $131,000 a year",Full-time,"Salary is only one component of the Amplify Total Rewards package, which includes a lucrative 401(k) plan, incentive stock options, competitive health insurance…","Posted
Posted 30+ days ago",San Francisco CA 94134
2023 University Graduate - Software Development Engineer 1,https://www.indeed.com/rc/clk?jk=5d518aade2b7c744&fccid=f89deb5a97c7738a&vjs=3,Adobe,https://www.indeed.com/cmp/Adobe,4.3,Full-time,Full-time,"Adobe is seeking talented and passionate Software Engineer across all organizations to help plan, design, develop, and test software systems or applications for…","Posted
Posted 11 days ago",Hyannis MA 
IT Software Developer,https://www.indeed.com/rc/clk?jk=0c6201a24f1d0c0f&fccid=45c04be7e2c1a618&vjs=3,Miami-Dade County,https://www.indeed.com/cmp/Miami-Dade-County,4.2,"$73,674 a year",Full-time,Two years of experience in software development and systems analysis are required.,"Posted
Posted 26 days ago",Boston MA 02109
Software Engineer I/II,https://www.indeed.com/rc/clk?jk=17baafada6ae6e11&fccid=734cb5a01ee60f80&vjs=3,Microsoft,https://www.indeed.com/cmp/Microsoft,4.2,Full-time,Full-time,"You will have opportunities to work on multiple layers of the technology stack, ranging from customer-focused user experience work, building scalable…","Posted
Posted 30+ days ago",Remote in Durham NC 27709
Software Engineer I - New Jersey,https://www.indeed.com/rc/clk?jk=cd7db02f0bd2423a&fccid=5bd99dfa21c8a490&vjs=3,Bank of America,https://www.indeed.com/cmp/Bank-of-America,3.8,Full-time,Full-time,"Familiar with software development lifecycles, CI/CD toolchains and modern technology architectures.","Posted
Posted 30+ days ago",+1 location  
Associate Software Engineer - Remote,https://www.indeed.com/rc/clk?jk=bc1094c931645bfc&fccid=d3d3520998346837&vjs=3,UnitedHealth Group,https://www.indeed.com/cmp/UnitedHealth-Group,3.6,"$54,400 - $97,000 a year",Full-time,"At Optum Insight Technology, you’ll help us work on streamlining the flow of information between payers, healthcare providers and various other stakeholders to…","Posted
Posted 30+ days ago",Remote in Westwood MA 
Software Engineer (Remote USA Only),https://www.indeed.com/rc/clk?jk=2d1bcaf75519d5f9&fccid=75a3a5a15b202084&vjs=3,Experian,https://www.indeed.com/cmp/Experian,3.6,Full-time,Full-time,"In addition to a competitive base salary and variable pay opportunity, Experian offers a comprehensive benefits package including health, life and disability…",,Remote  
"Junior Engineer (JavaScript, Exposure, HTML5)",https://www.indeed.com/rc/clk?jk=4de0d845d364c2df&fccid=f057e04c37cca134&vjs=3,Amex,https://www.indeed.com/cmp/American-Express,4.1,$20.00 - $33.65 an hour,,Participates in the development and deployment of preventative maintenance procedures.,"Posted
Posted 2 days ago",Hybrid remote in Washington DC 20036
Software Engineer,https://www.indeed.com/rc/clk?jk=3fea9b044f084aab&fccid=43014b1412e0a7b6&vjs=3,Pinterest,https://www.indeed.com/cmp/Pinterest,4.2,"$131,100 - $232,900 a year",,Strong ability to work cross functionally with multiple engineers from both client and infra teams.,"Posted
Posted 2 days ago",South Paris ME 4281
Machine Learning Engineer,https://www.indeed.com/rc/clk?jk=8777ba03d007b1b3&fccid=734cb5a01ee60f80&vjs=3,Microsoft,https://www.indeed.com/cmp/Microsoft,4.2,Full-time,Full-time,"In your day-to-day work, you will analyze telemetry from our products, conduct data experiments, design and explore improvements, build machine learning models,…","Posted
Posted 30+ days ago",Remote in Atlanta GA 30301
Software Engineer (Remote Work Options),https://www.indeed.com/rc/clk?jk=fdfd4880ee0af4cf&fccid=b451154311310673&vjs=3,Shelter Insurance,https://www.indeed.com/cmp/Shelter-Insurance,3.7,"$68,640 a year","Full-time
+1","Develop, test, maintain and document software to meet the needs of our business community.","Posted
Posted 5 days ago",Somerville MA 
Software Engineer 1,https://www.indeed.com/rc/clk?jk=c321400a3836da26&fccid=5ac3fadc1f823e63&vjs=3,Pacific Northwest National Laboratory,https://www.indeed.com/cmp/Pacific-Northwest-National-Laboratory-5,4,Full-time,Full-time,The candidate will be required to communicate clearly and effectively with colleagues and clients.,"Posted
Posted 2 days ago",Hyattsville MD 
Software Engineer I (Remote Option*),https://www.indeed.com/rc/clk?jk=c2b8034e5dd8b86a&fccid=2c62e4de04b8f952&vjs=3,Nike,https://www.indeed.com/cmp/Nike,4.1,"$107,500 - $161,500 a year",Full-time,"Experience with Version control tools such as Github, and Atlassian products as JIRA and Confluence.","Posted
Posted 6 days ago",New York NY 
Jr. Software Developer,https://www.indeed.com/rc/clk?jk=fc52cd16bc647dc9&fccid=fe2d21eef233e94a&vjs=3,Amazon.com Services LLC,https://www.indeed.com/cmp/Amazon.com,3.5,"Full-time
+1","Full-time
+1",JAVA or other object oriented programming language.,"Posted
Posted 30+ days ago",Hybrid remote in Mansfield MA 2048
Integration Developer I - Remote,https://www.indeed.com/rc/clk?jk=ea14d7472e00adb2&fccid=14a2e8fddb8e31c4&vjs=3,Arkansas Children's Hospital,https://www.indeed.com/cmp/Arkansas-Children's-Hospital,4,Full-time,Full-time,Evaluates existing components and systems to determine integration requirements and to ensure final solutions meet organizational needs.,,Denver CO 80207
Software Engineer Co-Op (Spring 2023 - Yarmouth),https://www.indeed.com/rc/clk?jk=5a748f5c432c9b73&fccid=70a994275a3b9062&vjs=3,"Garmin International, Inc.",https://www.indeed.com/cmp/Garmin,3.7,"Full-time
+1","Full-time
+1",Learn to perform software releases and software quality assurance activities.,"Posted
Posted 3 days ago",Hartford CT 06105
Software Engineer (Apex Legends),https://www.indeed.com/rc/clk?jk=6e73a8856bda75aa&fccid=617d7f961cfcf54a&vjs=3,Electronic Arts,https://www.indeed.com/cmp/Electronic-Arts,3.8,Full-time,Full-time,"You will support our partners through day-to-day user feedback, documentation, and one-on-one training.","Posted
Posted 30+ days ago",Grand Island NE 68801
Front End Developer,https://www.indeed.com/company/Underdog.io/jobs/Front-End-Developer-3edb7f04ac21e03a?fccid=50ea53fe8d1ef3d9&vjs=3,,,,"$122,151 - $132,833 a year",Full-time,They're working on interesting technical challenges and must be respectful of your time to stay active.,"Posted
Posted 19 days ago",San Francisco CA 
Associate Software Engineer – SAP HR,https://www.indeed.com/rc/clk?jk=3719aec96eeb6446&fccid=8e5415c099aa948c&vjs=3,Publix,https://www.indeed.com/cmp/Publix,4,"$72,889 - $109,729 a year",,Desire to work in an essential technology area learning from experienced software engineers.,,Hybrid remote in Boston MA 2110
Software Engineer II,https://www.indeed.com/company/Mastercard/jobs/Software-Engineer-715da7df6e757384?fccid=10b5c722d846df43&vjs=3,Mastercard,https://www.indeed.com/cmp/Mastercard,4,"$112,744 - $189,600 a year",Full-time,"This will involve developing high-performing, highly scalable software solutions and products for some of the world’s top brands.","Posted
Posted 3 days ago",Remote  
